datetime,159570,516100,588290,513090,159922,513560,159529,513750,516770,159738,513190,518680,159788,512070,512820,510230,159561,159713,513030,159612,159512,513310,512560,159822,159562,159687,513970,159513,560280,515450,513400,513730,513800,515210,511380,159698,512400,517090,511220,515060,513080,513290,159766,513360,159625,159745,513350,561360,159980,159985,159930,159981,ic
2024-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-07,1.6600752994969838,1.2708855180542424,1.0398894171978095,0.9678842906050289,3.2673123511534676,0.7682642774462445,0.7984171841838075,1.0339970986419644,1.3362522217006787,1.1824254733385948,0.6543699259593154,0.9375926620873267,0.574760819819862,0.44734773946003126,1.0612115717424118,0.5431574357403202,0.5532449728646434,1.2515310623392455,0.745701012470816,0.702509786408702,0.7010135519374786,0.8125576902595901,1.2639026861273774,0.5454997708523808,2.231575676512002,0.774254480129111,1.0226778573920527,0.9064049867470942,1.2461340216846661,0.8018541014424009,0.9995398941513041,0.5868304695565832,0.5489353331677602,1.7623365172406773,0.38334057964165497,1.1267075929450372,1.6420870866065538,0.9076453051715743,0.015165750888103104,2.147724377102425,0.6497076265521284,1.0112220329878103,1.4754253623955362,0.729678011180274,1.0543860772980644,1.6876848046954738,2.0148771674720023,1.0064641076561052,1.5431785379534022,0.8485752765665519,1.3092096852681774,0.9483142938920619,-0.16861606761717748
2024-06-11,1.8947480043530855,1.7854327206590563,2.3371178832057233,1.289108218886219,3.260234654131509,0.39557553008243557,0.5995581706556922,1.316370008774129,1.484024932405113,1.1151546977886073,1.153698400796326,1.709128432856934,0.7712522285219019,0.44429719783046123,1.3734518557270219,0.650092301138846,0.7680364574680033,1.0523925123260809,0.9313592217828737,0.592283715798434,0.5636665681056487,0.7793138007247145,1.2618755881623196,0.4944997472193489,2.6613398881014803,0.71559066511519,1.276851596701825,0.9592340694533321,1.3971864585659282,0.9755357502418863,0.6012653324448369,0.9866458331133822,0.4587700949277317,1.5517345133752745,0.2100476136498579,1.0826033437967941,1.700302914189116,1.247517534946904,0.016733200530681513,2.0374861962722592,1.022115453361312,1.0832820500682174,1.5009563617907082,0.4083258502715692,1.154144704965543,1.6145339884932741,1.7753675675757963,1.0556514576317317,1.567290655877205,0.5910329940028729,1.404076208757915,0.4326892649465665,-0.1056990395840391
2024-06-12,0.9373099807427636,1.9548478201640145,2.3689343595802734,0.74600268096033,2.1025056480304634,0.43831495525478015,0.5011686342938872,0.7182617907142215,1.6972418802280362,0.9678429624686022,1.0029057782264492,1.6531575847450235,0.6138810959786919,0.3293630216038224,1.2200286881872902,0.4992794808521576,0.8582074341323315,1.2451505933018705,0.95140422534273,0.45560948190308787,0.594138031100518,0.530066033622227,1.2086066357587153,0.49732283277565287,2.59739677369477,0.7972138985241036,1.0132275164048792,0.7967935742712788,1.3528007983439394,0.9612595903292721,0.476445169982864,0.989267405709902,0.536870561681305,1.4853551763803834,0.22930329260610277,0.7988116173416606,1.6401676743552778,1.2890577954459608,0.015165750888103104,1.713286315826984,1.100727032465361,1.0818595102877269,1.15185502560001,0.3960176763731639,0.8853925682995087,1.02657196532927,0.9121787105606003,1.2941715496795623,1.5292743377170757,0.5613198731561176,1.7950571021558062,0.361040163970714,-0.3065889736242974
2024-06-13,1.266582014715194,1.946594462131237,2.3398226428513764,0.8028200296454989,1.4923571958482325,0.6720267851804718,0.40562297765289396,0.8316128907129807,1.5176066684091765,1.0884714052284516,1.0032347681375482,1.6538288907864682,0.8053756887316627,0.32936302160382236,1.1623811767230232,0.5002199516212843,1.0894402232339322,1.1551623262554922,1.1761164908290336,0.43286256479395413,0.7113367697511497,0.8114369969381479,1.0873223992910288,0.5593299562869845,2.545126715902373,0.7684725108941763,1.1625919318488322,0.9444151629447718,1.3554150655795443,0.9312196303772811,0.3082207001484492,1.0828758008192814,0.5173490117899134,1.4178434328232434,0.2267818334876054,0.8782824147163597,1.4862805926203841,1.1771278605147362,0.008366600265340762,1.4091593238523454,1.1023248160138643,1.0823677748344138,1.1752531642161188,0.3418625454769796,0.8034612622896018,1.23236763995165,0.9039745571640827,1.1875521041200676,1.152401839637546,0.9002110863569721,1.726783136354997,0.5959026766175832,-0.27764022880560063
2024-06-14,1.238414308702867,0.9380724918682986,2.292655665380216,1.6603373151260559,1.6270740610064436,0.6807202068397852,0.40562297765289396,1.1195981421920993,0.820834940776768,1.7509797257535566,1.3153592665123852,1.4403714798620526,0.8053756887316627,1.2571873368754556,1.413424918416256,1.0140857951869755,1.1860986468249595,0.8667871711094947,1.372599723153112,0.2633818520703355,0.4334974048365229,1.368221473300284,0.6956076480315609,0.5621120884663485,1.9872166464681198,0.4132432697576573,1.0330198449207064,0.8886112760932081,1.3159293294094483,0.9158875476825744,0.2645751311064596,1.1883728371180484,0.4830424411995285,1.584966876625502,0.1938298222668534,0.9786572433697099,1.3578917482627253,0.9594686029255987,0.020736441353327726,1.7469201470015736,1.150791032290398,0.3754730349838722,1.0253682265410802,0.450277692096777,1.134848007444169,1.4943794698803916,1.160676526858366,1.228832779510703,0.9858346717376095,1.0265865769627032,1.6626845762200357,0.5635601121442149,-0.04217536071032186
