datetime,open,close,high,low,volume,成交额,振幅,涨跌幅,涨跌额,换手率
2024-12-27,1.004,1.001,1.008,1.0,1338431,134274754.0,0.8,-0.4,-0.004,70.13
2024-12-30,1.0,1.008,1.009,1.0,311281,31357238.0,0.9,0.7,0.007,16.31
2024-12-31,1.006,0.995,1.01,0.994,161066,16162222.0,1.59,-1.29,-0.013,8.44
2025-01-02,0.995,0.967,0.995,0.963,83117,8130996.0,3.22,-2.81,-0.028,4.35
2025-01-03,0.967,0.956,0.97,0.955,84471,8156073.0,1.55,-1.14,-0.011,4.43
2025-01-06,0.958,0.957,0.96,0.95,132694,12667663.0,1.05,0.1,0.001,6.95
2025-01-07,0.953,0.961,0.962,0.953,114385,10947062.0,0.94,0.42,0.004,5.99
2025-01-08,0.958,0.958,0.963,0.946,152029,14531452.0,1.77,-0.31,-0.003,7.97
2025-01-09,0.958,0.96,0.961,0.955,70529,6761713.0,0.63,0.21,0.002,3.7
2025-01-10,0.956,0.949,0.959,0.949,71882,6865811.0,1.04,-1.15,-0.011,3.77
2025-01-13,0.944,0.945,0.948,0.942,91968,8689368.0,0.63,-0.42,-0.004,4.82
2025-01-14,0.947,0.966,0.969,0.947,109327,10486812.0,2.33,2.22,0.021,5.73
2025-01-15,0.965,0.962,0.966,0.961,104564,10070690.0,0.52,-0.41,-0.004,5.48
2025-01-16,0.968,0.961,0.973,0.958,84495,8163722.0,1.56,-0.1,-0.001,4.43
2025-01-17,0.958,0.963,0.967,0.955,74202,7134868.0,1.25,0.21,0.002,3.89
2025-01-20,0.972,0.97,0.975,0.967,88456,8598825.0,0.83,0.73,0.007,4.63
2025-01-21,0.972,0.969,0.973,0.969,65248,6328020.0,0.41,-0.1,-0.001,3.42
2025-01-22,0.965,0.959,0.965,0.956,83378,7999129.0,0.93,-1.03,-0.01,4.37
2025-01-23,0.965,0.961,0.975,0.96,64570,6230310.0,1.56,0.21,0.002,3.38
2025-01-24,0.962,0.968,0.971,0.961,102166,9895399.0,1.04,0.73,0.007,5.35
2025-01-27,0.972,0.967,0.972,0.967,71722,6954729.0,0.52,-0.1,-0.001,3.76
2025-02-05,0.964,0.96,0.965,0.959,61645,5928879.0,0.62,-0.72,-0.007,3.23
2025-02-06,0.963,0.973,0.975,0.96,80467,7789764.0,1.56,1.35,0.013,4.22
2025-02-07,0.971,0.986,0.992,0.971,56852,5570934.0,2.16,1.34,0.013,2.98
