datetime,open,close,high,low,volume,成交额,振幅,涨跌幅,涨跌额,换手率
2025-01-08,0.975,0.976,0.983,0.963,1879502,183079359.0,2.04,-0.31,-0.003,35.01
2025-01-09,0.976,0.974,0.978,0.971,298017,29070419.0,0.72,-0.2,-0.002,5.55
2025-01-10,0.974,0.964,0.977,0.964,501034,48590711.0,1.33,-1.03,-0.01,9.33
2025-01-13,0.957,0.962,0.966,0.957,567264,54515658.0,0.93,-0.21,-0.002,10.57
2025-01-14,0.96,0.985,0.986,0.96,753078,73644387.0,2.7,2.39,0.023,14.03
2025-01-15,0.986,0.979,0.986,0.977,196012,19209171.0,0.91,-0.61,-0.006,3.65
2025-01-16,0.98,0.979,0.989,0.974,397787,39050255.0,1.53,0.0,0.0,7.41
2025-01-17,0.976,0.979,0.985,0.971,382317,37451746.0,1.43,0.0,0.0,7.12
2025-01-20,0.98,0.981,0.99,0.98,256706,25305112.0,1.02,0.2,0.002,4.78
2025-01-21,0.985,0.98,0.985,0.977,188705,18507805.0,0.82,-0.1,-0.001,3.51
2025-01-22,0.979,0.974,0.979,0.967,466919,45352927.0,1.22,-0.61,-0.006,8.7
2025-01-23,0.983,0.976,0.99,0.974,356923,35093085.0,1.64,0.21,0.002,6.65
2025-01-24,0.975,0.979,0.985,0.967,359794,35300452.0,1.84,0.31,0.003,6.7
2025-01-27,0.981,0.981,0.988,0.981,216032,21274151.0,0.72,0.2,0.002,4.02
2025-02-05,0.981,0.978,0.982,0.974,336106,32903868.0,0.82,-0.31,-0.003,6.26
2025-02-06,0.976,0.989,0.989,0.976,583527,57427438.0,1.33,1.12,0.011,10.87
2025-02-07,0.985,0.999,1.006,0.985,2114468,211403564.0,2.12,1.01,0.01,39.38
2025-02-10,0.999,1.006,1.006,0.999,750619,75332263.0,0.7,0.7,0.007,13.98
2025-02-11,1.003,1.002,1.004,0.998,481960,48265628.0,0.6,-0.4,-0.004,8.98
2025-02-12,1.0,1.007,1.008,0.998,537562,53915752.0,1.0,0.5,0.005,10.01
2025-02-13,1.006,1.007,1.012,1.005,1857739,187527189.0,0.7,0.0,0.0,34.6
2025-02-14,1.001,1.011,1.012,1.001,808045,81527259.0,1.09,0.4,0.004,15.05
2025-02-17,1.011,1.012,1.015,1.005,637771,64466177.0,0.99,0.1,0.001,11.88
2025-02-18,1.006,1.003,1.015,1.0,458550,46355711.0,1.48,-0.89,-0.009,8.54
