datetime,open,close,high,low,volume,成交额,振幅,涨跌幅,涨跌额,换手率
2024-06-03,0.796,0.806,0.809,0.79,102898,8269268.0,2.38,1.13,0.009,11.06
2024-06-04,0.806,0.813,0.814,0.802,167953,13564212.0,1.49,0.87,0.007,18.06
2024-06-05,0.813,0.815,0.825,0.813,96787,7926631.0,1.48,0.25,0.002,10.41
2024-06-06,0.819,0.808,0.82,0.808,120328,9777046.0,1.47,-0.86,-0.007,12.94
2024-06-07,0.808,0.791,0.808,0.781,188357,14890956.0,3.34,-2.1,-0.017,20.25
2024-06-11,0.791,0.793,0.793,0.781,95825,7548153.0,1.52,0.25,0.002,10.3
2024-06-12,0.792,0.793,0.797,0.79,95474,7562842.0,0.88,0.0,0.0,10.26
2024-06-13,0.793,0.799,0.809,0.793,168584,13490541.0,2.02,0.76,0.006,18.12
2024-06-14,0.797,0.801,0.802,0.786,134955,10720338.0,2.0,0.25,0.002,14.51
2024-06-17,0.8,0.815,0.819,0.795,82760,6725471.0,3.0,1.75,0.014,8.9
2024-06-18,0.815,0.821,0.823,0.815,133429,10922552.0,0.98,0.74,0.006,14.34
2024-06-19,0.822,0.811,0.822,0.809,139413,11307410.0,1.58,-1.22,-0.01,14.99
2024-06-20,0.808,0.794,0.809,0.793,105336,8411076.0,1.97,-2.1,-0.017,11.32
2024-06-21,0.808,0.796,0.808,0.787,91484,7252969.0,2.64,0.25,0.002,9.84
2024-06-24,0.792,0.784,0.796,0.783,84301,6658502.0,1.63,-1.51,-0.012,9.06
2024-06-25,0.784,0.779,0.789,0.774,68431,5340895.0,1.91,-0.64,-0.005,7.36
2024-06-26,0.78,0.788,0.789,0.77,97976,7665853.0,2.44,1.16,0.009,10.53
2024-06-27,0.783,0.776,0.785,0.776,111780,8715126.0,1.14,-1.52,-0.012,12.02
2024-06-28,0.773,0.774,0.783,0.771,96471,7514100.0,1.55,-0.26,-0.002,10.37
2024-07-01,0.769,0.767,0.77,0.753,103001,7839986.0,2.2,-0.9,-0.007,11.07
2024-07-02,0.765,0.761,0.769,0.758,194204,14827827.0,1.43,-0.78,-0.006,20.88
2024-07-03,0.761,0.761,0.769,0.755,99459,7579341.0,1.84,0.0,0.0,10.69
2024-07-04,0.765,0.758,0.772,0.757,85246,6510221.0,1.97,-0.39,-0.003,9.16
2024-07-05,0.758,0.754,0.758,0.744,105590,7914319.0,1.85,-0.53,-0.004,11.35
2024-07-08,0.753,0.746,0.753,0.745,99537,7452010.0,1.06,-1.06,-0.008,10.7
2024-07-09,0.744,0.765,0.766,0.742,125903,9488463.0,3.22,2.55,0.019,13.54
2024-07-10,0.763,0.769,0.778,0.763,72649,5610620.0,1.96,0.52,0.004,7.81
2024-07-11,0.773,0.786,0.792,0.773,140814,11024687.0,2.47,2.21,0.017,15.14
2024-07-12,0.782,0.79,0.793,0.777,111631,8754097.0,2.04,0.51,0.004,12.0
2024-07-15,0.79,0.782,0.79,0.781,121513,9531468.0,1.14,-1.01,-0.008,13.06
2024-07-16,0.779,0.794,0.794,0.779,173120,13635609.0,1.92,1.53,0.012,18.61
2024-07-17,0.79,0.788,0.792,0.785,126051,9956171.0,0.88,-0.76,-0.006,13.55
2024-07-18,0.789,0.792,0.793,0.778,177903,14033202.0,1.9,0.51,0.004,19.13
2024-07-19,0.788,0.795,0.798,0.787,174471,13862971.0,1.39,0.38,0.003,18.76
2024-07-22,0.796,0.792,0.8,0.789,159020,12595462.0,1.38,-0.38,-0.003,17.1
2024-07-23,0.792,0.767,0.792,0.767,121853,9509436.0,3.16,-3.16,-0.025,13.1
2024-07-24,0.769,0.755,0.77,0.751,156529,11874995.0,2.48,-1.56,-0.012,16.83
2024-07-25,0.751,0.756,0.757,0.746,121703,9151247.0,1.46,0.13,0.001,13.08
2024-07-26,0.758,0.766,0.771,0.757,59149,4522525.0,1.85,1.32,0.01,6.36
2024-07-29,0.766,0.755,0.766,0.752,107107,8079093.0,1.83,-1.44,-0.011,11.52
2024-07-30,0.764,0.747,0.765,0.743,91386,6812612.0,2.91,-1.06,-0.008,9.82
2024-07-31,0.749,0.769,0.769,0.745,95477,7302401.0,3.21,2.95,0.022,10.26
2024-08-01,0.77,0.756,0.77,0.754,94139,7158066.0,2.08,-1.69,-0.013,10.12
2024-08-02,0.751,0.743,0.755,0.741,88027,6559321.0,1.85,-1.72,-0.013,9.46
2024-08-05,0.74,0.724,0.744,0.723,121794,8940283.0,2.83,-2.56,-0.019,13.09
2024-08-06,0.724,0.727,0.735,0.72,113987,8269731.0,2.07,0.41,0.003,12.25
2024-08-07,0.726,0.723,0.729,0.721,93360,6786539.0,1.1,-0.55,-0.004,10.04
